id,User_ID,Cust_name,Product_ID,Gender,Age Group,Age,State,Zone,Occupation,Product_Category,Orders,Amount,Shaadi,age_group2
5512,1004387,Clasen,P00117442,Male,18-25,24,Maharashtra,Western,Automobile,Sports Products,2,8114,No,18-25
5513,1004004,Duane,P00169742,Female,51-55,54,Rajasthan,Northern,Hospitality,Electronics & Gadgets,1,8114,No,51-55
5514,1004811,Nidhi,P00084442,Female,36-45,36,Delhi,Central,Hospitality,Footwear & Shoes,4,8113,No,36-45
5515,1002638,Damala,P00246342,Female,26-35,30,Gujarat,Western,Construction,Sports Products,3,8113,Yes,26-35
5516,1005263,Norvell,P00346242,Female,36-45,37,Haryana,Northern,Chemical,Electronics & Gadgets,1,8113,No,36-45
5517,1000438,Bhosale,P00294242,Female,18-25,22,Gujarat,Western,Construction,Sports Products,4,8112,Yes,18-25
5518,1001884,Eugene,P00200442,Female,46-50,50,Andhra Pradesh,Southern,Media,Electronics & Gadgets,4,8111,Yes,46-50
5519,1005630,Divyeshkumar,P00278942,Female,36-45,37,Kerala,Southern,Lawyer,Electronics & Gadgets,2,8111,No,36-45
5520,1000445,Sukruta,P00233242,Female,46-50,49,Madhya Pradesh,Central,Aviation,Electronics & Gadgets,4,8111,No,46-50
5521,1004331,Marie,P00284942,Female,36-45,45,Bihar,Eastern,Healthcare,Electronics & Gadgets,4,8110,No,36-45
5522,1000744,Bolton,P00169742,Female,26-35,27,Gujarat,Western,Aviation,Food,1,8110,Yes,26-35
5523,1000266,Joseph,P00110542,Female,36-45,40,Karnataka,Southern,Govt,Food,1,8110,Yes,36-45
5524,1003410,Kamberova,P00305042,Female,36-45,39,Madhya Pradesh,Central,Food Processing,Electronics & Gadgets,3,8110,No,36-45
5525,1001132,Balk,P00195742,Female,18-25,23,Andhra Pradesh,Southern,Healthcare,Electronics & Gadgets,3,8109,Yes,18-25
5526,1004446,Gunjan,P00046042,Female,18-25,21,Bihar,Eastern,Chemical,Electronics & Gadgets,1,8109,Yes,18-25
5527,1001362,Holden,P00260842,Female,36-45,39,Delhi,Central,Chemical,Electronics & Gadgets,3,8109,Yes,36-45
5528,1000212,Schoenberger,P00062842,Male,26-35,31,Himachal Pradesh,Northern,Banking,Books,3,8109,Yes,26-35
5529,1003475,Cousins,P00115942,Male,26-35,32,Karnataka,Southern,IT Sector,Footwear & Shoes,3,8109,Yes,26-35
5530,1001941,Gopal,P00061142,Male,36-45,26,Maharashtra,Western,Media,Electronics & Gadgets,3,8109,Yes,26-35
5531,1001273,Karen,P00241742,Female,36-45,42,Maharashtra,Western,Healthcare,Food,2,8109,No,36-45
5532,1003340,Giulietta,P00110742,Female,46-50,46,Andhra Pradesh,Southern,Banking,Electronics & Gadgets,3,8108,Yes,46-50
5533,1003340,Giulietta,P00110742,Female,46-50,46,Bihar,Eastern,Banking,Electronics & Gadgets,4,8108,Yes,46-50
5534,1001968,Tron,P00035842,Female,26-35,33,Uttar Pradesh,Central,Retail,Sports Products,4,8108,No,26-35
5535,1002744,Brumley,P00191642,Female,18-25,18,Haryana,Northern,IT Sector,Food,1,8107,No,18-25
5536,1003557,Craven,P00329542,Female,18-25,19,Jharkhand,Eastern,Healthcare,Electronics & Gadgets,2,8107,No,18-25
5537,1002380,Swati,P00180042,Female,26-35,28,Maharashtra,Western,Aviation,Electronics & Gadgets,2,8107,No,26-35
5538,1003557,Craven,P00329542,Female,18-25,19,Telangana,Southern,Healthcare,Electronics & Gadgets,3,8107,No,18-25
5539,1002887,Marina,P00280842,Male,26-35,33,Uttar Pradesh,Central,Aviation,Books,3,8107,Yes,26-35
5540,1002203,Anand,P00313442,Female,46-50,48,Uttar Pradesh,Central,Hospitality,Electronics & Gadgets,4,8107,Yes,46-50
5541,1005433,Mayank,P00181542,Male,36-45,42,Delhi,Central,Chemical,Electronics & Gadgets,4,8106,No,36-45
5542,1002457,Latchford,P00181242,Female,26-35,32,Haryana,Northern,Aviation,Electronics & Gadgets,4,8106,Yes,26-35
5543,1004879,Saurabh,P00073842,Female,26-35,31,Jharkhand,Eastern,Banking,Electronics & Gadgets,4,8106,No,26-35
5544,1002640,Benjamin,P00186142,Female,36-45,36,Madhya Pradesh,Central,IT Sector,Footwear & Shoes,2,8106,Yes,36-45
5545,1001613,Eva,P00050042,Male,18-25,24,Andhra Pradesh,Southern,Aviation,Electronics & Gadgets,1,8105,Yes,18-25
5547,1004224,Sahil,P00255542,Male,46-50,47,Delhi,Central,IT Sector,Electronics & Gadgets,3,8105,No,46-50
5548,1005502,Brockman,P00346642,Female,26-35,26,Himachal Pradesh,Northern,Lawyer,Electronics & Gadgets,2,8105,No,26-35
5549,1005041,Morse,P00336942,Male,46-50,46,Karnataka,Southern,Banking,Electronics & Gadgets,3,8104,No,46-50
5550,1003757,Ankita,P00110942,Female,26-35,34,Maharashtra,Western,Automobile,Electronics & Gadgets,1,8104,Yes,26-35
5551,1004007,Shifley,P00035542,Female,36-45,44,Andhra Pradesh,Southern,Construction,Electronics & Gadgets,2,8103,No,36-45
5552,1001413,Nguyen,P00003242,Female,18-25,25,Himachal Pradesh,Northern,Banking,Electronics & Gadgets,3,8103,No,18-25
5553,1002634,Gross,P00121642,Female,55+,79,Maharashtra,Western,Automobile,Clothing & Apparel,4,8588,No,55+
5554,1001733,Gonzalez,P00266542,Female,18-25,25,Kerala,Southern,Healthcare,Clothing & Apparel,1,8586,Yes,18-25
5555,1001929,Berenike,P00237642,Male,0-17,15,Madhya Pradesh,Central,Aviation,Electronics & Gadgets,2,8103,No,0-17
5556,1001820,McGuire,P0097342,Female,26-35,34,Haryana,Northern,Agriculture,Clothing & Apparel,3,8585,Yes,26-35
5557,1002857,Sukant,P00076342,Female,26-35,31,Uttar Pradesh,Central,Aviation,Electronics & Gadgets,1,8103,No,26-35
5558,1002704,Granlund,P00085942,Female,55+,66,Maharashtra,Western,Healthcare,Clothing & Apparel,4,8585,Yes,55+
5559,1003717,Brad,P00195942,Female,36-45,41,Uttar Pradesh,Central,Lawyer,Electronics & Gadgets,1,8103,No,36-45
5560,1002146,VanderZanden,P00120042,Female,18-25,21,Andhra Pradesh,Southern,Food Processing,Electronics & Gadgets,2,8102,Yes,18-25
5561,1000531,Noel,P00275142,Male,18-25,19,Madhya Pradesh,Central,IT Sector,Clothing & Apparel,3,8584,No,18-25
5562,1004560,Atharv,P00182742,Female,26-35,26,Uttar Pradesh,Central,Banking,Clothing & Apparel,1,8584,Yes,26-35
5563,1005473,Tillman,P00110942,Female,26-35,29,Karnataka,Southern,Textile,Clothing & Apparel,1,8581,No,26-35
5564,1004021,Aishwarya,P00264542,Female,51-55,54,Bihar,Eastern,Construction,Clothing & Apparel,1,8580,No,51-55
5565,1000125,Bavinger,P00288942,Female,46-50,48,Madhya Pradesh,Central,Hospitality,Footwear & Shoes,1,8102,Yes,46-50
5566,1000482,Mukesh,P00313742,Female,26-35,28,Maharashtra,Western,Hospitality,Food,3,8102,No,26-35
5567,1005954,Charlotte,P00195642,Female,46-50,50,Punjab,Northern,Govt,Electronics & Gadgets,2,8102,No,46-50
5568,1001891,Akin,P00183042,Female,46-50,50,Uttar Pradesh,Central,Agriculture,Decor,2,8102,No,46-50
5569,1001891,Akin,P00183042,Female,46-50,50,Uttar Pradesh,Central,Agriculture,Electronics & Gadgets,4,8102,No,46-50
5570,1003878,Poddar,P00120342,Female,36-45,39,Karnataka,Southern,Hospitality,Footwear & Shoes,1,8101,No,36-45
5571,1000188,Khloe,P00249842,Female,55+,87,Andhra Pradesh,Southern,Media,Electronics & Gadgets,1,8100,No,55+
5572,1000654,Bergman,P00120242,Female,51-55,51,Uttarakhand,Central,Retail,Electronics & Gadgets,1,8082,No,51-55
5573,1001294,Maya,P0099342,Male,51-55,51,Gujarat,Western,Govt,Food,1,8100,No,51-55
5574,1004732,Sudheer,P00255742,Female,26-35,34,Kerala,Southern,Retail,Electronics & Gadgets,3,8081,No,26-35
5575,1004489,Pete,P00243942,Female,18-25,20,Karnataka,Southern,Hospitality,Sports Products,2,8100,Yes,18-25
5576,1004732,Sudheer,P00255742,Female,26-35,34,Maharashtra,Western,Retail,Decor,3,8081,No,26-35
5577,1000530,Chayanika,P00346342,Male,26-35,33,Maharashtra,Western,Aviation,Footwear & Shoes,3,8100,No,26-35
5578,1000530,Chayanika,P00346342,Male,26-35,33,Maharashtra,Western,Aviation,Footwear & Shoes,4,8100,No,26-35
5579,1000277,Maris,P00110842,Male,36-45,42,Maharashtra,Western,Banking,Electronics & Gadgets,4,8081,Yes,36-45
5580,1005412,Benjamin,P00002542,Female,26-35,35,Maharashtra,Western,Automobile,Electronics & Gadgets,1,8100,No,26-35
5581,1001963,Herman,P00155742,Male,51-55,52,Andhra Pradesh,Southern,IT Sector,Electronics & Gadgets,3,8080,Yes,51-55
5582,1005376,Chand,P00220942,Female,26-35,30,Maharashtra,Western,Healthcare,Decor,2,8099,No,26-35
5583,1000111,Soodesh,P00150342,Male,36-45,42,Delhi,Central,Lawyer,Electronics & Gadgets,2,8080,Yes,36-45
5584,1000230,Aayush,P00300942,Female,46-50,50,Himachal Pradesh,Northern,Automobile,Electronics & Gadgets,4,8098,No,46-50
5585,1003328,Sonakshi,P00129942,Female,55+,78,Bihar,Eastern,Banking,Electronics & Gadgets,1,8079,Yes,55+
5586,1003301,Herbert,P00180342,Male,26-35,29,Uttar Pradesh,Central,Govt,Electronics & Gadgets,4,8098,No,26-35
5587,1005915,MacIntyre,P00129842,Female,18-25,23,Himachal Pradesh,Northern,Construction,Electronics & Gadgets,4,8079,No,18-25
5588,1004508,Phonely,P00160542,Female,26-35,28,Andhra Pradesh,Southern,IT Sector,Electronics & Gadgets,1,8097,Yes,26-35
5589,1005470,Daniels,P00084842,Female,55+,74,Maharashtra,Western,Healthcare,Electronics & Gadgets,1,8079,No,55+
5590,1003311,Neola,P00251342,Female,26-35,28,Andhra Pradesh,Southern,Agriculture,Sports Products,2,8097,Yes,26-35
5591,1005156,Brooks,P00118642,Female,18-25,18,Uttar Pradesh,Central,Retail,Electronics & Gadgets,3,8079,No,18-25
5592,1005516,Leslie,P00282442,Male,51-55,54,Bihar,Eastern,Food Processing,Electronics & Gadgets,2,8096,Yes,51-55
5593,1001109,Kristen,P00251342,Female,18-25,20,Bihar,Eastern,Banking,Electronics & Gadgets,3,8078,No,18-25
5594,1005738,O'Donnell,P00000642,Female,26-35,35,Gujarat,Western,Food Processing,Electronics & Gadgets,3,8096,Yes,26-35
5595,1001109,Kristen,P00251342,Female,18-25,20,Madhya Pradesh,Central,Banking,Electronics & Gadgets,4,8078,No,18-25
5596,1005222,Rane,P00354242,Female,26-35,32,Maharashtra,Western,Banking,Decor,1,8096,Yes,26-35
5597,1001155,Deirdre,P00241542,Female,26-35,34,Madhya Pradesh,Central,Food Processing,Electronics & Gadgets,1,8078,Yes,26-35
5598,1004373,Byrd,P00003442,Female,51-55,53,Uttar Pradesh,Central,Aviation,Sports Products,4,8096,No,51-55
5599,1003821,Shantanu,P00024742,Female,26-35,30,Punjab,Northern,Healthcare,Electronics & Gadgets,4,8078,No,26-35
5600,1005350,Coram,P00185342,Female,18-25,23,Bihar,Eastern,Hospitality,Electronics & Gadgets,2,8095,Yes,18-25
5601,1001244,Collins,P00274142,Female,26-35,34,Kerala,Southern,Aviation,Electronics & Gadgets,4,8077,Yes,26-35
5602,1001647,Norvell,P00210042,Female,18-25,25,Himachal Pradesh,Northern,Banking,Electronics & Gadgets,3,8095,No,18-25
5603,1003087,Phillina,P00252542,Male,0-17,16,Delhi,Central,Hospitality,Food,1,8076,Yes,0-17
5604,1003685,Hansen,P00343042,Female,26-35,32,Jharkhand,Eastern,Banking,Electronics & Gadgets,1,8095,No,26-35
5605,1004085,Frazer,P00173942,Male,26-35,27,Delhi,Central,Govt,Electronics & Gadgets,2,8076,No,26-35
5606,1002015,Chong,P00077942,Female,18-25,22,Rajasthan,Northern,Lawyer,Electronics & Gadgets,4,8095,No,18-25
5607,1000216,Gjertsen,P00283542,Female,46-50,48,Telangana,Southern,IT Sector,Food,1,8076,Yes,46-50
5608,1003538,Shivani,P00213742,Male,36-45,44,Delhi,Central,Healthcare,Electronics & Gadgets,3,8094,No,36-45
5609,1001626,Dianna,P00180342,Female,18-25,21,Kerala,Southern,Chemical,Electronics & Gadgets,1,8074,Yes,18-25
5610,1003538,Shivani,P00213742,Male,36-45,44,Madhya Pradesh,Central,Healthcare,Electronics & Gadgets,1,8094,No,36-45
5611,1000161,Chloris,P00247642,Female,46-50,47,Punjab,Northern,Construction,Electronics & Gadgets,1,8074,Yes,46-50
5612,1002874,Shruti,P00339042,Male,36-45,43,Rajasthan,Northern,IT Sector,Electronics & Gadgets,3,8094,No,36-45
5613,1004089,Reichenbach,P00218242,Female,26-35,34,Andhra Pradesh,Southern,Banking,Electronics & Gadgets,2,8093,Yes,26-35
5614,1005336,Ralph,P0097242,Female,55+,69,Himachal Pradesh,Northern,Hospitality,Electronics & Gadgets,4,8093,Yes,55+
5615,1001880,Clark,P00078142,Female,36-45,44,Andhra Pradesh,Southern,Banking,Electronics & Gadgets,1,8073,No,36-45
5616,1001057,Sanjay,P00065342,Female,46-50,50,Delhi,Central,IT Sector,Footwear & Shoes,3,8073,No,46-50
5617,1004815,Anurag,P00345842,Male,51-55,54,Madhya Pradesh,Central,IT Sector,Electronics & Gadgets,1,8093,No,51-55
5618,1004007,Shifley,P00338442,Female,36-45,45,Gujarat,Western,Govt,Sports Products,1,8073,No,36-45
5619,1003013,Hirasaki,P00100642,Female,46-50,50,Delhi,Central,Healthcare,Food,4,8092,No,46-50
5620,1000262,Surabhi,P00335442,Male,26-35,33,Maharashtra,Western,Agriculture,Electronics & Gadgets,3,8073,Yes,26-35
5621,1004489,Pete,P00138542,Female,18-25,19,Gujarat,Western,Banking,Electronics & Gadgets,1,8092,Yes,18-25
5622,1000102,McCrossin,P00117942,Female,36-45,38,Maharashtra,Western,Media,Electronics & Gadgets,4,8073,No,36-45
5623,1004732,Sudheer,P00079742,Female,26-35,35,Uttar Pradesh,Central,IT Sector,Food,1,8092,No,26-35
5624,1006036,Halladay,P00115242,Male,26-35,30,Haryana,Northern,Banking,Electronics & Gadgets,4,8072,No,26-35
5625,1002854,Schneider,P00343542,Male,18-25,25,Karnataka,Southern,Banking,Food,2,8091,No,18-25
5626,1000010,Nishant,P00343042,Male,36-45,43,Maharashtra,Western,Aviation,Furniture,3,8091,Yes,36-45
5627,1003457,Ajay,P00268442,Female,26-35,33,Uttar Pradesh,Central,Aviation,Electronics & Gadgets,4,8072,Yes,26-35
5628,1002541,Elijah,P00326542,Male,36-45,43,Madhya Pradesh,Central,Banking,Electronics & Gadgets,2,8090,No,36-45
5629,1001507,Ferguson,P00035542,Female,36-45,43,Andhra Pradesh,Southern,Aviation,Electronics & Gadgets,4,8071,No,36-45
5631,1000624,Fisher,P00008142,Female,26-35,35,Maharashtra,Western,Chemical,Furniture,2,8071,No,26-35
5632,1003108,Filia,P00034042,Female,51-55,51,Andhra Pradesh,Southern,IT Sector,Electronics & Gadgets,1,8089,Yes,51-55
5633,1002724,Bhaggyasree,P00134142,Male,46-50,47,Uttar Pradesh,Central,Hospitality,Electronics & Gadgets,3,8071,No,46-50
5634,1003108,Filia,P00034042,Female,51-55,51,Delhi,Central,IT Sector,Electronics & Gadgets,2,8089,Yes,51-55
5635,1003380,Blumstein,P00156742,Female,51-55,54,Uttar Pradesh,Central,IT Sector,Electronics & Gadgets,3,8071,No,51-55
5636,1000195,Daly,P00182542,Female,26-35,29,Rajasthan,Northern,Govt,Electronics & Gadgets,1,8089,No,26-35
5637,1003301,Herbert,P00049642,Male,26-35,28,Delhi,Central,Banking,Electronics & Gadgets,2,8070,No,26-35
5638,1005934,Henry,P00025442,Female,26-35,34,Andhra Pradesh,Southern,Healthcare,Sports Products,4,8088,No,26-35
5639,1000952,Prajakta,P00033642,Female,55+,87,Maharashtra,Western,Food Processing,Electronics & Gadgets,3,8069,Yes,55+
5640,1005682,Donatelli,P00159842,Female,18-25,19,Haryana,Northern,Food Processing,Food,3,8068,Yes,18-25
5641,1005135,Sam,P00085242,Female,36-45,45,Karnataka,Southern,IT Sector,Footwear & Shoes,3,8068,No,36-45
5642,1005150,Hemant,P00140042,Female,26-35,33,Punjab,Northern,Automobile,Electronics & Gadgets,3,8068,No,26-35
5643,1002651,Piyali,P00318742,Female,55+,87,Uttar Pradesh,Central,Aviation,Electronics & Gadgets,4,8068,Yes,55+
5644,1005728,Tejeswini,P00287242,Male,36-45,45,Andhra Pradesh,Southern,Chemical,Footwear & Shoes,3,8067,Yes,36-45
5645,1000859,Lynn,P00146142,Female,26-35,26,Jharkhand,Eastern,Aviation,Electronics & Gadgets,3,8067,No,26-35
5646,1005580,Bradley,P00114442,Female,46-50,46,Uttar Pradesh,Central,IT Sector,Electronics & Gadgets,4,8067,Yes,46-50
5647,1002457,Latchford,P00089142,Female,26-35,27,Andhra Pradesh,Southern,Automobile,Electronics & Gadgets,1,8066,No,26-35
5648,1002106,Luke,P00128242,Male,18-25,25,Delhi,Central,IT Sector,Electronics & Gadgets,1,8066,No,18-25
5649,1005020,Hagelstein,P00125942,Male,55+,61,Gujarat,Western,Retail,Food,1,8270,No,55+
5650,1000556,Boland,P00087042,Male,26-35,33,Maharashtra,Western,Retail,Furniture,4,8066,No,26-35
5651,1002484,Pelletier,P00182242,Female,46-50,46,Maharashtra,Western,Automobile,Electronics & Gadgets,1,8066,Yes,46-50
5652,1001010,Bremer,P00327842,Female,26-35,30,Himachal Pradesh,Northern,Banking,Electronics & Gadgets,2,8065,Yes,26-35
5653,1002913,Schild,P00201442,Male,36-45,38,Uttar Pradesh,Central,Healthcare,Decor,4,8065,Yes,36-45
5654,1002419,Shantanu,P00343042,Female,26-35,27,Bihar,Eastern,Retail,Electronics & Gadgets,1,8064,No,26-35
5655,1002786,Nancy,P00013942,Female,26-35,26,Karnataka,Southern,Retail,Footwear & Shoes,2,8269,No,26-35
5656,1001266,Emily,P00162642,Female,26-35,33,Haryana,Northern,IT Sector,Electronics & Gadgets,1,8064,No,26-35
5657,1004643,Christine,P00347642,Female,26-35,33,Karnataka,Southern,Govt,Food,4,8268,Yes,26-35
5658,1000646,Aarushi,P00112142,Male,36-45,44,Bihar,Eastern,Banking,Electronics & Gadgets,1,8063,No,36-45
5659,1001040,Smriti,P00344742,Female,26-35,27,Uttar Pradesh,Central,Healthcare,Sports Products,3,8267,No,26-35
5660,1003771,Chirag,P00179742,Female,26-35,26,Jharkhand,Eastern,Banking,Electronics & Gadgets,2,8063,Yes,26-35
5661,1005091,Hitika,P00034442,Female,26-35,30,Karnataka,Southern,Aviation,Food,1,8266,No,26-35
5662,1004082,Patrick,P00251242,Female,26-35,30,Karnataka,Southern,Aviation,Food,4,8063,No,26-35
5663,1002523,Aman,P00113142,Female,26-35,30,Uttar Pradesh,Central,Chemical,Food,4,8263,Yes,26-35
5665,1001109,Kristen,P00125042,Female,18-25,25,Maharashtra,Western,Media,Food,2,8261,Yes,18-25
5666,1002825,Sanjana,P00012442,Male,26-35,29,Uttar Pradesh,Central,Healthcare,Food,4,8063,No,26-35
5667,1004973,Moss,P00282642,Male,55+,86,Karnataka,Southern,Hospitality,Food,4,8260,No,55+
5668,1003746,Vaibhavi,P00046742,Female,26-35,32,Gujarat,Western,Hospitality,Electronics & Gadgets,3,8062,No,26-35
5669,1001457,Monisha,P00138542,Female,26-35,26,Uttar Pradesh,Central,Govt,Food,2,8259,Yes,26-35
5670,1003851,Deanra,P00317842,Female,26-35,27,Jharkhand,Eastern,Aviation,Electronics & Gadgets,2,8061,No,26-35
5671,1001181,Cathy,P00191042,Female,36-45,40,Haryana,Northern,Aviation,Food,1,8258,Yes,36-45
5672,1005163,Bhavna,P00336342,Female,46-50,47,Jharkhand,Eastern,Chemical,Electronics & Gadgets,2,8061,Yes,46-50
5673,1004053,Daniel,P00116142,Female,26-35,28,Uttar Pradesh,Central,Lawyer,Sports Products,1,8258,Yes,26-35
5674,1006036,Halladay,P00218542,Male,26-35,32,Maharashtra,Western,IT Sector,Electronics & Gadgets,3,8061,No,26-35
5675,1001939,Gainer,P0095542,Male,36-45,40,Uttar Pradesh,Central,Construction,Footwear & Shoes,3,8257,Yes,36-45
5676,1000349,Priyanshu,P00148642,Female,0-17,12,Uttar Pradesh,Central,Banking,Electronics & Gadgets,3,8060,Yes,0-17
5677,1004029,Sewall,P00323542,Male,55+,63,Kerala,Southern,Banking,Food,3,8254,No,55+
5678,1001482,Gardner,P00214442,Female,26-35,31,Uttarakhand,Central,IT Sector,Electronics & Gadgets,3,8060,Yes,26-35
5679,1004979,Kennedy,P00104942,Female,36-45,45,Karnataka,Southern,Aviation,Food,1,8253,No,36-45
5680,1004253,Ekta,P00202142,Female,46-50,47,Andhra Pradesh,Southern,Construction,Electronics & Gadgets,3,8059,Yes,46-50
5681,1005698,Rashmi,P00100442,Male,36-45,36,Delhi,Central,Healthcare,Sports Products,2,8248,No,36-45
5682,1004505,Daniels,P00117542,Female,51-55,51,Rajasthan,Northern,IT Sector,Electronics & Gadgets,3,8059,No,51-55
5683,1005792,Ratner,P00134342,Female,26-35,26,Karnataka,Southern,IT Sector,Footwear & Shoes,1,8241,No,26-35
5684,1000123,Jahan,P00085342,Female,36-45,43,Uttar Pradesh,Central,Banking,Food,1,8059,Yes,36-45
5685,1003619,Harrigan,P00265242,Female,51-55,54,Maharashtra,Western,Hospitality,Sports Products,4,8241,No,51-55
5686,1000376,Joe,P00010742,Female,36-45,43,Jharkhand,Eastern,Aviation,Food,4,8058,No,36-45
5687,1000544,Kanak,P00201442,Female,36-45,43,Uttar Pradesh,Central,Healthcare,Sports Products,1,8240,No,36-45
5688,1000602,Pinky,P00159542,Male,55+,89,Delhi,Central,Retail,Sports Products,3,8057,No,55+
5689,1004448,Akshat,P00029242,Female,26-35,35,Karnataka,Southern,Automobile,Food,3,8239,Yes,26-35
5690,1004591,Christensen,P00289342,Female,26-35,31,Maharashtra,Western,Construction,Food,2,8055,No,26-35
5691,1000326,Jonathan,P00253242,Male,51-55,51,Karnataka,Southern,Media,Footwear & Shoes,4,8237,Yes,51-55
5692,1003010,Lanier,P00037042,Female,26-35,35,Maharashtra,Western,Aviation,Food,4,8055,No,26-35
5693,1003779,Ionia,P00003942,Male,46-50,50,Himachal Pradesh,Northern,Govt,Tupperware,4,8236,No,46-50
5694,1005447,Amy,P00188742,Female,46-50,48,Maharashtra,Western,Banking,Electronics & Gadgets,3,8055,Yes,46-50
5695,1005677,Dionis,P00295342,Female,26-35,31,Karnataka,Southern,Food Processing,Sports Products,3,8235,Yes,26-35
5696,1004482,Gillingham,P00093242,Male,36-45,39,Uttar Pradesh,Central,Chemical,Decor,1,8055,Yes,36-45
5697,1003618,Keshav,P00263642,Male,18-25,19,Rajasthan,Northern,Hospitality,Footwear & Shoes,1,8235,No,18-25
5698,1002830,Howell,P00326742,Female,36-45,44,Andhra Pradesh,Southern,Chemical,Electronics & Gadgets,4,8054,Yes,36-45
5699,1003615,liebe,P00065442,Female,26-35,32,Uttar Pradesh,Central,IT Sector,Food,1,8235,Yes,26-35
5700,1003265,Arti,P00180042,Female,26-35,31,Karnataka,Southern,Healthcare,Food,3,8053,No,26-35
5701,1000869,Crebassa,P00263442,Female,18-25,21,Delhi,Central,Retail,Food,3,8234,No,18-25
5702,1001490,Alan,P00274042,Male,51-55,55,Gujarat,Western,Lawyer,Footwear & Shoes,3,8234,Yes,51-55
5703,1001125,Prost,P00143642,Male,18-25,22,Gujarat,Western,Banking,Electronics & Gadgets,3,8052,Yes,18-25
5704,1002043,Roper,P00355142,Female,26-35,32,Uttar Pradesh,Central,Banking,Sports Products,2,8234,No,26-35
5705,1005852,Maureen,P00089442,Male,26-35,35,Haryana,Northern,Hospitality,Sports Products,2,8052,No,26-35
5706,1001916,Flashing,P00323042,Female,46-50,48,Uttar Pradesh,Central,Lawyer,Footwear & Shoes,3,8233,No,46-50
5707,1004643,Christine,P00005942,Female,26-35,28,Maharashtra,Western,Hospitality,Electronics & Gadgets,2,8052,Yes,26-35
5708,1001426,Sandra,P00006942,Female,18-25,18,Maharashtra,Western,IT Sector,Food,4,8230,No,18-25
5709,1002073,Vandana,P00029242,Male,18-25,24,Uttar Pradesh,Central,Healthcare,Electronics & Gadgets,1,8052,No,18-25
5710,1005283,Annie,P00127342,Female,18-25,20,Uttar Pradesh,Central,Media,Sports Products,2,8226,No,18-25
5711,1005840,Glassco,P00245642,Male,0-17,13,Madhya Pradesh,Central,IT Sector,Electronics & Gadgets,4,8051,Yes,0-17
5712,1001137,Dave,P00150342,Female,18-25,23,Uttar Pradesh,Central,Aviation,Food,3,8226,No,18-25
5713,1002057,Arti,P00112542,Female,36-45,37,Maharashtra,Western,Textile,Electronics & Gadgets,4,8051,No,36-45
5714,1003558,Irene,P00058442,Female,18-25,18,Karnataka,Southern,Retail,Food,2,8225,No,18-25
5715,1000571,Shonely,P00154042,Female,51-55,51,Karnataka,Southern,Construction,Electronics & Gadgets,1,8050,No,51-55
5716,1005553,Butterfield,P00344242,Male,36-45,38,Karnataka,Southern,Govt,Footwear & Shoes,4,8225,Yes,36-45
5717,1005618,Jasper,P00070042,Male,18-25,18,Rajasthan,Northern,Retail,Electronics & Gadgets,1,8050,No,18-25
5718,1004049,Penelope,P00127242,Female,46-50,49,Karnataka,Southern,IT Sector,Footwear & Shoes,2,8223,No,46-50
5719,1005250,Fritzler,P00251242,Female,51-55,51,Andhra Pradesh,Southern,Aviation,Electronics & Gadgets,4,8049,Yes,51-55
5720,1000961,Bailliet,P00278642,Female,18-25,22,Maharashtra,Western,Media,Food,4,8219,No,18-25
5721,1003951,Cunningham,P00112642,Male,18-25,19,Madhya Pradesh,Central,Banking,Electronics & Gadgets,2,8049,No,18-25
5722,1005622,Corinna,P00199342,Female,36-45,42,Madhya Pradesh,Central,Lawyer,Footwear & Shoes,1,8216,No,36-45
5723,1004031,Grady,P00334042,Female,26-35,30,Uttar Pradesh,Central,IT Sector,Decor,4,8049,Yes,26-35
5724,1001476,Anudeep,P00058142,Male,18-25,19,Uttar Pradesh,Central,Aviation,Food,2,8216,No,18-25
5725,1001298,Siddharth,P00322942,Female,36-45,40,Uttar Pradesh,Central,Automobile,Electronics & Gadgets,3,8049,Yes,36-45
5726,1000009,Ankur,P00184942,Female,26-35,28,Delhi,Central,Food Processing,Footwear & Shoes,2,8214,No,26-35
5727,1001974,Epp,P00196342,Male,36-45,45,Delhi,Central,IT Sector,Electronics & Gadgets,2,8048,No,36-45
5728,1003813,Krishna,P00086042,Female,36-45,42,Madhya Pradesh,Central,IT Sector,Footwear & Shoes,4,8214,No,36-45
5729,1001974,Epp,P00196342,Male,36-45,45,Madhya Pradesh,Central,IT Sector,Electronics & Gadgets,4,8048,No,36-45
5730,1005530,Carroll,P00129542,Male,18-25,22,Karnataka,Southern,Aviation,Food,3,8212,Yes,18-25
5731,1000531,Noel,P00307442,Male,18-25,22,Uttar Pradesh,Central,IT Sector,Electronics & Gadgets,3,8048,Yes,18-25
5732,1003327,Dilbeck,P00233542,Female,18-25,21,Madhya Pradesh,Central,Retail,Food,1,8211,No,18-25
5733,1002700,Ankit,P00003442,Female,26-35,31,Maharashtra,Western,Hospitality,Food,4,8047,Yes,26-35
5734,1004481,Hirsh,P00157142,Female,26-35,28,Maharashtra,Western,Healthcare,Sports Products,3,8209,No,26-35
5735,1003539,Rahul,P00011842,Male,26-35,33,Andhra Pradesh,Southern,Chemical,Electronics & Gadgets,3,8046,Yes,26-35
5736,1005749,Ken,P00274942,Female,26-35,29,Karnataka,Southern,Hospitality,Food,1,8208,No,26-35
